strut_id,defect,subtype,region,orientation,x0,y0,z0,x1,y1,z1,z_slice_from,z_slice_to,length_um,node0_state,node1_state,gap_um,surviving_piece_um,diameter_median_um,diameter_thinnest_um,bow_um,graph_hops,detached_at_joint
3909,disconnected,,boundary,flat,456.1,721.1,148.4,417.25,750.5,147.0,147,148,2832.0,junction,junction,0.0,1728.0,,,,1,1
3914,disconnected,,boundary,vertical,417.25,750.5,147.0,417.11,720.89,186.89,147,187,2886.0,junction,junction,0.0,1761.0,,,,1,1
3919,disconnected,,boundary,flat,456.0,750.5,108.5,495.2,720.9,109.7,108,110,2855.0,junction,junction,0.0,1742.0,,,,1,1
3921,disconnected,,boundary,vertical,456.0,750.5,108.5,456.1,721.1,148.4,108,148,2880.0,junction,junction,0.0,1757.0,,,,1,1
3934,disconnected,,boundary,flat,456.1,721.1,148.4,495.5,750.5,147.75,148,148,2856.0,junction,junction,0.0,1743.0,,,,1,1
3937,disconnected,,boundary,flat,534.07,720.07,148.07,495.5,750.5,147.75,148,148,2854.0,junction,junction,0.0,1742.0,,,,1,1
3942,disconnected,,boundary,vertical,495.5,750.5,147.75,495.12,720.44,186.94,148,187,2870.0,junction,junction,0.0,1751.0,,,,1,1
3946,disconnected,,boundary,flat,612.75,748.75,109.0,578.55,715.45,104.4,104,109,2786.0,junction,junction,0.0,1700.0,,,,1,1
3947,disconnected,,boundary,flat,533.75,749.5,108.75,578.55,715.45,104.4,104,109,3279.0,junction,junction,0.0,2001.0,,,,1,1
3949,disconnected,,boundary,vertical,533.75,749.5,108.75,534.07,720.07,148.07,109,148,2854.0,junction,junction,0.0,1741.0,,,,1,1
3962,disconnected,,boundary,flat,534.07,720.07,148.07,572.75,749.5,148.25,148,148,2824.0,junction,junction,0.0,1723.0,,,,1,1
3965,disconnected,,boundary,flat,612.0,719.6,148.5,572.75,749.5,148.25,148,148,2867.0,junction,junction,0.0,1749.0,,,,1,1
3970,disconnected,,boundary,vertical,572.75,749.5,148.25,572.92,719.77,187.62,148,188,2866.0,junction,junction,0.0,1749.0,,,,1,1
3974,disconnected,,boundary,flat,690.75,749.0,109.75,651.4,719.5,109.6,110,110,2857.0,junction,junction,0.0,1743.0,,,,1,1
3975,disconnected,,boundary,flat,612.75,748.75,109.0,651.4,719.5,109.6,109,110,2816.0,junction,junction,0.0,1718.0,,,,1,1
3977,disconnected,,boundary,vertical,612.75,748.75,109.0,612.0,719.6,148.5,109,148,2853.0,junction,junction,0.0,1741.0,,,,1,1
3990,disconnected,,boundary,flat,612.0,719.6,148.5,651.5,749.25,147.25,147,148,2870.0,junction,junction,0.0,1751.0,,,,1,1
3993,disconnected,,boundary,flat,690.42,718.83,149.42,651.5,749.25,147.25,147,149,2873.0,junction,junction,0.0,1753.0,,,,1,1
3998,disconnected,,boundary,vertical,651.5,749.25,147.25,651.91,718.82,187.91,147,188,2951.0,junction,junction,0.0,1800.0,,,,1,1
4003,disconnected,,boundary,flat,690.75,749.0,109.75,729.0,718.46,109.69,110,110,2844.0,junction,junction,0.0,1735.0,,,,1,1
4009,disconnected,,boundary,vertical,764.67,749.0,110.0,765.3,718.2,149.1,110,149,2892.0,junction,junction,0.0,1765.0,,,,1,1
4019,disconnected,,boundary,vertical,764.0,748.67,188.67,729.0,748.25,148.75,149,189,3085.0,junction,junction,1621.0,261.0,,,,2,0
4022,disconnected,,boundary,flat,690.42,718.83,149.42,729.0,748.25,148.75,149,149,2819.0,junction,junction,48.0,1720.0,,,,1,1
4025,disconnected,,boundary,flat,765.3,718.2,149.1,729.0,748.25,148.75,149,149,2738.0,junction,junction,0.0,1671.0,,,,1,1
4030,disconnected,,boundary,vertical,729.0,748.25,148.75,729.44,718.67,188.78,149,189,2892.0,junction,junction,0.0,1765.0,,,,1,1
4057,disconnected,,boundary,flat,222.97,52.12,179.94,181.31,85.25,180.0,180,180,3092.0,junction,junction,52.0,1887.0,,,,1,1
4215,disconnected,,boundary,flat,608.67,91.42,226.0,646.5,52.12,226.12,226,226,3169.0,junction,junction,430.0,1397.0,,,,2,0
4221,disconnected,,boundary,vertical,646.5,52.12,226.12,646.69,89.08,266.92,226,267,3198.0,junction,junction,976.0,921.0,,,,2,0
4340,disconnected,,interior,vertical,374.07,170.5,226.64,341.69,165.94,192.31,192,227,2755.0,junction,junction,0.0,1681.0,,,,1,1
4923,disconnected,,interior,vertical,141.89,367.44,264.89,103.44,366.33,225.78,226,265,3187.0,junction,junction,162.0,1566.0,,,,2,0
5116,disconnected,,interior,vertical,687.64,364.14,187.79,720.83,358.89,222.67,188,223,2814.0,junction,junction,0.0,1717.0,,,,1,1
5140,disconnected,,boundary,vertical,67.1,445.7,185.9,94.81,442.96,216.67,186,217,2411.0,junction,junction,0.0,1471.0,,,,1,1
5784,disconnected,,boundary,vertical,764.62,639.0,227.62,733.15,634.75,193.2,193,228,2721.0,junction,junction,0.0,1660.0,,,,1,1
5797,disconnected,,boundary,vertical,70.67,753.33,186.67,68.19,722.25,224.56,187,225,2851.0,junction,junction,0.0,1740.0,,,,1,1
5798,disconnected,,boundary,vertical,75.0,753.0,268.5,68.19,722.25,224.56,225,268,3141.0,junction,junction,532.0,1437.0,,,,99,0
5806,disconnected,,boundary,vertical,75.0,753.0,268.5,104.5,752.25,224.25,224,268,3090.0,junction,junction,1414.0,367.0,,,,99,0
5810,disconnected,,boundary,flat,68.19,722.25,224.56,104.5,752.25,224.25,224,225,2737.0,junction,junction,0.0,1670.0,,,,1,1
5813,disconnected,,boundary,flat,143.3,722.9,225.0,104.5,752.25,224.25,224,225,2827.0,junction,junction,96.0,1725.0,,,,1,1
5818,disconnected,,boundary,vertical,104.5,752.25,224.25,104.09,722.82,264.45,224,264,2895.0,junction,junction,0.0,1766.0,,,,1,1
5822,disconnected,,boundary,flat,221.5,751.75,185.75,183.42,721.83,186.08,186,186,2814.0,junction,junction,0.0,1717.0,,,,1,1
5825,disconnected,,boundary,vertical,140.33,753.0,185.0,143.3,722.9,225.0,185,225,2914.0,junction,junction,0.0,1778.0,,,,1,1
5833,disconnected,,boundary,vertical,140.33,753.0,185.0,181.75,752.0,225.25,185,225,3356.0,junction,junction,1763.0,228.0,,,,2,0
5838,disconnected,,boundary,flat,143.3,722.9,225.0,181.75,752.0,225.25,225,225,2802.0,junction,junction,0.0,1709.0,,,,1,1
5841,disconnected,,boundary,flat,221.21,722.5,225.64,181.75,752.0,225.25,225,226,2863.0,junction,junction,0.0,1747.0,,,,1,1
5846,disconnected,,boundary,vertical,181.75,752.0,225.25,182.36,722.36,264.73,225,265,2868.0,junction,junction,0.0,1750.0,,,,1,1
5850,disconnected,,boundary,flat,299.75,751.75,186.0,260.43,722.0,186.71,186,187,2865.0,junction,junction,0.0,1748.0,,,,1,1
5851,disconnected,,boundary,flat,221.5,751.75,185.75,260.43,722.0,186.71,186,187,2847.0,junction,junction,0.0,1737.0,,,,1,1
5853,disconnected,,boundary,vertical,221.5,751.75,185.75,221.21,722.5,225.64,186,226,2874.0,junction,junction,0.0,1754.0,,,,1,1
5866,disconnected,,boundary,flat,221.21,722.5,225.64,260.75,752.25,225.25,225,226,2875.0,junction,junction,0.0,1754.0,,,,1,1
5869,disconnected,,boundary,flat,299.23,721.62,226.38,260.75,752.25,225.25,225,226,2858.0,junction,junction,0.0,1744.0,,,,1,1
5874,disconnected,,boundary,vertical,260.75,752.25,225.25,260.38,722.0,265.23,225,265,2913.0,junction,junction,0.0,1777.0,,,,1,1
5878,disconnected,,boundary,flat,378.25,751.25,186.25,339.09,721.36,186.55,186,187,2862.0,junction,junction,0.0,1746.0,,,,1,1
5879,disconnected,,boundary,flat,299.75,751.75,186.0,339.09,721.36,186.55,186,187,2888.0,junction,junction,0.0,1762.0,,,,1,1
5881,disconnected,,boundary,vertical,299.75,751.75,186.0,299.23,721.62,226.38,186,226,2928.0,junction,junction,0.0,1786.0,,,,1,1
5894,disconnected,,boundary,flat,299.23,721.62,226.38,339.0,750.75,225.75,226,226,2865.0,junction,junction,0.0,1748.0,,,,1,1
5897,disconnected,,boundary,flat,378.0,721.8,226.6,339.0,750.75,225.75,226,227,2822.0,junction,junction,0.0,1722.0,,,,1,1
5902,disconnected,,boundary,vertical,339.0,750.75,225.75,338.5,721.5,265.0,226,265,2844.0,junction,junction,0.0,1735.0,,,,1,1
5906,disconnected,,boundary,flat,455.75,749.5,187.0,417.11,720.89,186.89,187,187,2793.0,junction,junction,0.0,1704.0,,,,1,1
5907,disconnected,,boundary,flat,378.25,751.25,186.25,417.11,720.89,186.89,186,187,2865.0,junction,junction,0.0,1748.0,,,,1,1
5909,disconnected,,boundary,vertical,378.25,751.25,186.25,378.0,721.8,226.6,186,227,2902.0,junction,junction,0.0,1771.0,,,,1,1
5922,disconnected,,boundary,flat,378.0,721.8,226.6,416.75,751.0,225.5,226,227,2820.0,junction,junction,0.0,1721.0,,,,1,1
5925,disconnected,,boundary,flat,455.83,720.58,226.25,416.75,751.0,225.5,226,226,2878.0,junction,junction,0.0,1756.0,,,,1,1
5930,disconnected,,boundary,vertical,416.75,751.0,225.5,416.73,720.82,265.73,226,266,2922.0,junction,junction,0.0,1783.0,,,,1,1
5934,disconnected,,boundary,flat,534.0,749.75,186.75,495.12,720.44,186.94,187,187,2829.0,junction,junction,0.0,1726.0,,,,1,1
5935,disconnected,,boundary,flat,455.75,749.5,187.0,495.12,720.44,186.94,187,187,2843.0,junction,junction,0.0,1735.0,,,,1,1
5937,disconnected,,boundary,vertical,455.75,749.5,187.0,455.83,720.58,226.25,187,226,2832.0,junction,junction,0.0,1728.0,,,,1,1
5950,disconnected,,boundary,flat,455.83,720.58,226.25,495.5,750.75,226.0,226,226,2895.0,junction,junction,0.0,1767.0,,,,1,1
5953,disconnected,,boundary,flat,533.75,720.5,227.0,495.5,750.75,226.0,226,227,2834.0,junction,junction,0.0,1729.0,,,,1,1
5958,disconnected,,boundary,vertical,495.5,750.75,226.0,494.73,720.0,266.09,226,266,2936.0,junction,junction,0.0,1791.0,,,,1,1
5962,disconnected,,boundary,flat,611.75,748.0,188.0,572.92,719.77,187.62,188,188,2789.0,junction,junction,0.0,1702.0,,,,1,1
5963,disconnected,,boundary,flat,534.0,749.75,186.75,572.92,719.77,187.62,187,188,2855.0,junction,junction,0.0,1742.0,,,,1,1
5965,disconnected,,boundary,vertical,534.0,749.75,186.75,533.75,720.5,227.0,187,227,2891.0,junction,junction,0.0,1764.0,,,,1,1
5978,disconnected,,boundary,flat,533.75,720.5,227.0,572.25,749.25,226.5,226,227,2792.0,junction,junction,0.0,1704.0,,,,1,1
5981,disconnected,,boundary,flat,612.08,719.77,227.31,572.25,749.25,226.5,226,227,2879.0,junction,junction,0.0,1757.0,,,,1,1
5986,disconnected,,boundary,vertical,572.25,749.25,226.5,573.75,720.25,266.5,226,266,2872.0,junction,junction,0.0,1752.0,,,,1,1
5990,disconnected,,boundary,flat,690.0,748.75,187.75,651.91,718.82,187.91,188,188,2815.0,junction,junction,0.0,1717.0,,,,1,1
5991,disconnected,,boundary,flat,611.75,748.0,188.0,651.91,718.82,187.91,188,188,2884.0,junction,junction,0.0,1760.0,,,,1,1
5993,disconnected,,boundary,vertical,611.75,748.0,188.0,612.08,719.77,227.31,188,227,2812.0,junction,junction,0.0,1716.0,,,,1,1
6006,disconnected,,boundary,flat,612.08,719.77,227.31,651.25,749.5,227.0,227,227,2857.0,junction,junction,0.0,1743.0,,,,1,1
6009,disconnected,,boundary,flat,690.5,719.08,227.17,651.25,749.5,227.0,227,227,2885.0,junction,junction,0.0,1760.0,,,,1,1
6014,disconnected,,boundary,vertical,651.25,749.5,227.0,651.44,719.33,266.78,227,267,2901.0,junction,junction,0.0,1770.0,,,,1,1
6019,disconnected,,boundary,flat,690.0,748.75,187.75,729.44,718.67,188.78,188,189,2883.0,junction,junction,0.0,1759.0,,,,1,1
6021,disconnected,,boundary,vertical,690.0,748.75,187.75,690.5,719.08,227.17,188,227,2866.0,junction,junction,0.0,1749.0,,,,1,1
6025,disconnected,,boundary,vertical,764.0,748.67,188.67,765.83,719.25,228.25,189,228,2867.0,junction,junction,0.0,1750.0,,,,1,1
6032,disconnected,,boundary,vertical,764.0,748.67,188.67,728.5,748.25,226.75,189,227,3025.0,junction,junction,1641.0,256.0,,,,2,0
6038,disconnected,,boundary,flat,690.5,719.08,227.17,728.5,748.25,226.75,227,227,2783.0,junction,junction,47.0,1698.0,,,,1,1
6041,disconnected,,boundary,flat,765.83,719.25,228.25,728.5,748.25,226.75,227,228,2748.0,junction,junction,0.0,1677.0,,,,1,1
6046,disconnected,,boundary,vertical,728.5,748.25,226.75,729.0,718.69,266.77,227,267,2891.0,junction,junction,49.0,1764.0,,,,1,1
6127,disconnected,,boundary,vertical,294.8,53.6,342.4,295.93,88.33,308.93,309,342,2803.0,junction,junction,285.0,1710.0,,,,1,1
6141,disconnected,,boundary,vertical,334.43,53.71,303.43,344.42,86.95,335.05,303,335,2728.0,junction,junction,1341.0,231.0,,,,2,0
6151,disconnected,,boundary,vertical,377.0,55.87,344.0,373.05,86.4,308.9,309,344,2713.0,junction,junction,1287.0,230.0,,,,2,0
6176,disconnected,,boundary,vertical,456.5,48.71,270.93,490.12,53.12,304.62,271,305,2778.0,junction,junction,0.0,1695.0,,,,1,1
6245,disconnected,,interior,vertical,686.06,128.0,266.35,686.17,88.0,305.17,266,305,3238.0,junction,junction,1153.0,878.0,,,,2,0
6247,disconnected,,boundary,vertical,685.5,51.44,344.81,686.17,88.0,305.17,305,345,3134.0,partial,junction,797.0,1115.0,,,,-1,0
6254,disconnected,,boundary,vertical,685.5,51.44,344.81,724.33,51.75,307.83,308,345,3115.0,partial,junction,211.0,950.0,,,,-1,0
6265,disconnected,,boundary,vertical,724.33,51.75,307.83,732.28,93.92,339.58,308,340,3101.0,junction,junction,841.0,1104.0,,,,2,0
6356,disconnected,,interior,vertical,365.94,168.03,296.21,335.14,170.93,265.21,265,296,2544.0,junction,junction,0.0,1552.0,,,,1,1
6470,disconnected,,boundary,vertical,761.33,121.6,349.47,764.25,160.83,310.17,310,349,3231.0,junction,junction,0.0,1971.0,,,,1,1
6482,disconnected,,boundary,vertical,764.25,160.83,310.17,733.97,160.78,342.12,310,342,2558.0,junction,junction,130.0,1561.0,,,,1,1
7404,disconnected,,interior,vertical,151.09,562.64,312.76,181.64,564.36,342.91,313,343,2496.0,junction,junction,0.0,1523.0,,,,1,1
7810,disconnected,,boundary,flat,143.0,752.75,263.75,104.09,722.82,264.45,264,264,2852.0,junction,junction,0.0,1740.0,,,,1,1
7821,disconnected,,boundary,vertical,75.0,753.0,268.5,104.25,753.25,303.0,268,303,2628.0,junction,junction,1425.0,267.0,,,,99,0
7826,disconnected,,boundary,flat,67.56,723.33,303.33,104.25,753.25,303.0,303,303,2751.0,junction,junction,47.0,1678.0,,,,1,1
7829,disconnected,,boundary,flat,143.0,722.85,303.23,104.25,753.25,303.0,303,303,2862.0,junction,junction,0.0,1746.0,,,,1,1
7834,disconnected,,boundary,vertical,104.25,753.25,303.0,104.5,723.14,342.86,303,343,2902.0,junction,junction,0.0,1771.0,,,,1,1
7838,disconnected,,boundary,flat,220.75,751.75,264.25,182.36,722.36,264.73,264,265,2809.0,junction,junction,0.0,1714.0,,,,1,1
7839,disconnected,,boundary,flat,143.0,752.75,263.75,182.36,722.36,264.73,264,265,2890.0,junction,junction,0.0,1763.0,,,,1,1
7841,disconnected,,boundary,vertical,143.0,752.75,263.75,143.0,722.85,303.23,264,303,2878.0,junction,junction,0.0,1756.0,,,,1,1
7854,disconnected,,boundary,flat,143.0,722.85,303.23,182.25,752.75,302.75,303,303,2867.0,junction,junction,0.0,1749.0,,,,1,1
7857,disconnected,,boundary,flat,220.92,722.58,303.75,182.25,752.75,302.75,303,304,2850.0,junction,junction,0.0,1739.0,,,,1,1
7862,disconnected,,boundary,vertical,182.25,752.75,302.75,181.8,722.2,343.1,303,343,2941.0,junction,junction,0.0,1794.0,,,,1,1
7866,disconnected,,boundary,flat,299.0,751.5,265.0,260.38,722.0,265.23,265,265,2823.0,junction,junction,0.0,1723.0,,,,1,1
7867,disconnected,,boundary,flat,220.75,751.75,264.25,260.38,722.0,265.23,264,265,2880.0,junction,junction,0.0,1757.0,,,,1,1
7869,disconnected,,boundary,vertical,220.75,751.75,264.25,220.92,722.58,303.75,264,304,2853.0,junction,junction,0.0,1741.0,,,,1,1
7882,disconnected,,boundary,flat,220.92,722.58,303.75,259.75,751.0,303.75,304,304,2796.0,junction,junction,0.0,1706.0,,,,1,1
7885,disconnected,,boundary,flat,299.25,721.83,304.67,259.75,751.0,303.75,304,305,2853.0,junction,junction,0.0,1741.0,,,,1,1
7890,disconnected,,boundary,vertical,259.75,751.0,303.75,260.43,722.14,343.29,304,343,2844.0,junction,junction,0.0,1735.0,,,,1,1
7895,disconnected,,boundary,flat,299.0,751.5,265.0,338.5,721.5,265.0,265,265,2882.0,junction,junction,0.0,1758.0,,,,1,1
7897,disconnected,,boundary,vertical,299.0,751.5,265.0,299.25,721.83,304.67,265,305,2878.0,junction,junction,0.0,1756.0,,,,1,1
7910,disconnected,,boundary,flat,299.25,721.83,304.67,338.0,751.75,304.0,304,305,2845.0,junction,junction,0.0,1736.0,,,,1,1
7913,disconnected,,boundary,flat,377.36,721.45,304.73,338.0,751.75,304.0,304,305,2886.0,junction,junction,0.0,1761.0,,,,1,1
7918,disconnected,,boundary,vertical,338.0,751.75,304.0,338.27,721.36,343.82,304,344,2910.0,junction,junction,0.0,1776.0,,,,1,1
7922,disconnected,,boundary,flat,455.75,750.5,265.75,416.73,720.82,265.73,266,266,2849.0,junction,junction,0.0,1738.0,,,,1,1
7923,disconnected,,boundary,flat,376.75,751.0,264.75,416.73,720.82,265.73,265,266,2911.0,junction,junction,0.0,1776.0,,,,1,1
7925,disconnected,,boundary,vertical,376.75,751.0,264.75,377.36,721.45,304.73,265,305,2888.0,junction,junction,0.0,1762.0,,,,1,1
7938,disconnected,,boundary,flat,377.36,721.45,304.73,416.25,751.25,304.75,305,305,2846.0,junction,junction,0.0,1737.0,,,,1,1
7941,disconnected,,boundary,flat,455.6,721.0,304.5,416.25,751.25,304.75,304,305,2884.0,junction,junction,0.0,1760.0,,,,1,1
7946,disconnected,,boundary,vertical,416.25,751.25,304.75,416.92,721.08,343.77,305,344,2866.0,junction,junction,0.0,1749.0,,,,1,1
7950,disconnected,,boundary,flat,534.5,750.0,265.75,494.73,720.0,266.09,266,266,2895.0,junction,junction,0.0,1766.0,,,,1,1
7951,disconnected,,boundary,flat,455.75,750.5,265.75,494.73,720.0,266.09,266,266,2876.0,junction,junction,0.0,1755.0,,,,1,1
7953,disconnected,,boundary,vertical,455.75,750.5,265.75,455.6,721.0,304.5,266,304,2830.0,junction,junction,0.0,1727.0,,,,1,1
7966,disconnected,,boundary,flat,455.6,721.0,304.5,494.75,750.25,304.75,304,305,2839.0,junction,junction,0.0,1733.0,,,,1,1
7969,disconnected,,boundary,flat,534.25,720.33,304.75,494.75,750.25,304.75,305,305,2879.0,junction,junction,0.0,1757.0,,,,1,1
7974,disconnected,,boundary,vertical,494.75,750.25,304.75,494.58,720.25,343.92,305,344,2866.0,junction,junction,0.0,1749.0,,,,1,1
7978,disconnected,,boundary,flat,611.75,749.25,266.75,573.75,720.25,266.5,266,267,2777.0,junction,junction,0.0,1695.0,,,,1,1
7979,disconnected,,boundary,flat,534.5,750.0,265.75,573.75,720.25,266.5,266,266,2862.0,junction,junction,0.0,1746.0,,,,1,1
7981,disconnected,,boundary,vertical,534.5,750.0,265.75,534.25,720.33,304.75,266,305,2847.0,junction,junction,0.0,1737.0,,,,1,1
7994,disconnected,,boundary,flat,534.25,720.33,304.75,573.0,750.5,305.5,305,306,2854.0,junction,junction,0.0,1741.0,,,,1,1
7997,disconnected,,boundary,flat,612.45,720.18,305.55,573.0,750.5,305.5,306,306,2891.0,junction,junction,0.0,1764.0,,,,1,1
8006,disconnected,,boundary,flat,690.0,749.0,265.75,651.44,719.33,266.78,266,267,2827.0,junction,junction,0.0,1725.0,,,,1,1
8007,disconnected,,boundary,flat,611.75,749.25,266.75,651.44,719.33,266.78,267,267,2888.0,junction,junction,0.0,1762.0,,,,1,1
8009,disconnected,,boundary,vertical,611.75,749.25,266.75,612.45,720.18,305.55,267,306,2817.0,junction,junction,0.0,1719.0,,,,1,1
8022,disconnected,,boundary,flat,612.45,720.18,305.55,650.75,749.0,306.0,306,306,2785.0,junction,junction,0.0,1699.0,,,,1,1
8025,disconnected,,boundary,flat,690.31,719.31,306.0,650.75,749.0,306.0,306,306,2874.0,junction,junction,0.0,1753.0,,,,1,1
8030,disconnected,,boundary,vertical,650.75,749.0,306.0,651.0,719.91,344.45,306,344,2802.0,junction,junction,0.0,1709.0,,,,1,1
8035,disconnected,,boundary,flat,690.0,749.0,265.75,729.0,718.69,266.77,266,267,2870.0,junction,junction,0.0,1751.0,,,,1,1
8037,disconnected,,boundary,vertical,690.0,749.0,265.75,690.31,719.31,306.0,266,306,2906.0,junction,junction,0.0,1773.0,,,,1,1
8041,disconnected,,boundary,vertical,763.67,747.67,267.33,765.67,719.0,306.67,267,307,2830.0,junction,junction,0.0,1727.0,,,,1,1
8054,disconnected,,boundary,flat,690.31,719.31,306.0,728.25,748.5,306.0,306,306,2781.0,junction,junction,0.0,1697.0,,,,1,1
8057,disconnected,,boundary,flat,765.67,719.0,306.67,728.25,748.5,306.0,306,307,2769.0,junction,junction,0.0,1689.0,,,,1,1
8062,disconnected,,boundary,vertical,728.25,748.5,306.0,729.17,719.25,345.17,306,345,2841.0,junction,junction,0.0,1733.0,,,,1,1
8121,disconnected,,boundary,vertical,294.8,53.6,342.4,262.17,50.77,380.63,342,381,2925.0,junction,junction,0.0,1785.0,,,,1,1
8123,disconnected,,boundary,vertical,295.61,54.43,421.77,262.17,50.77,380.63,381,422,3088.0,partial,junction,0.0,1884.0,,,,-1,0
8137,disconnected,,boundary,flat,377.0,55.87,344.0,344.42,86.95,335.05,335,344,2667.0,junction,junction,0.0,1627.0,,,,1,1
8140,disconnected,,boundary,vertical,294.8,53.6,342.4,300.22,82.06,380.72,342,381,2791.0,junction,junction,0.0,1703.0,,,,1,1
8146,disconnected,,boundary,vertical,295.61,54.43,421.77,337.92,52.25,389.38,389,422,3098.0,partial,junction,53.0,1050.0,,,,-1,0
8151,disconnected,,boundary,flat,300.22,82.06,380.72,337.92,52.25,389.38,381,389,2837.0,junction,junction,0.0,1731.0,,,,1,1
8156,disconnected,,boundary,flat,337.92,52.25,389.38,378.2,85.76,381.38,381,389,3079.0,junction,junction,0.0,1879.0,,,,1,1
8157,disconnected,,boundary,vertical,337.92,52.25,389.38,334.58,92.0,422.33,389,422,3006.0,junction,junction,102.0,1834.0,,,,1,1
8160,disconnected,,boundary,flat,377.0,55.87,344.0,413.56,89.33,343.11,343,344,2880.0,junction,junction,1416.0,293.0,,,,2,0
8170,disconnected,,boundary,vertical,372.88,54.38,423.0,413.2,52.4,381.4,381,423,3368.0,junction,junction,1655.0,400.0,,,,2,0
8173,disconnected,,interior,vertical,378.2,85.76,381.38,413.56,89.33,343.11,343,381,3034.0,junction,junction,1286.0,566.0,,,,2,0
8175,disconnected,,boundary,flat,378.2,85.76,381.38,413.2,52.4,381.4,381,381,2809.0,junction,junction,48.0,1714.0,,,,1,1
8181,disconnected,,boundary,vertical,413.2,52.4,381.4,416.27,82.85,418.88,381,419,2811.0,junction,junction,48.0,1668.0,,,,1,1
8258,disconnected,,boundary,flat,761.33,121.6,349.47,732.28,93.92,339.58,340,349,2401.0,junction,junction,122.0,1465.0,,,,1,1
8265,disconnected,,boundary,vertical,761.33,121.6,349.47,761.7,88.0,384.9,349,385,2837.0,junction,junction,1395.0,289.0,,,,2,0
8477,disconnected,,boundary,flat,761.33,121.6,349.47,733.97,160.78,342.12,342,349,2809.0,junction,junction,48.0,1714.0,,,,1,1
8484,disconnected,,boundary,vertical,761.33,121.6,349.47,761.62,166.75,384.5,349,384,3320.0,junction,junction,113.0,957.0,,,,1,0
8734,disconnected,,boundary,vertical,67.58,285.08,417.58,102.27,288.73,381.73,382,418,2906.0,junction,junction,0.0,1773.0,,,,1,1
8936,disconnected,,boundary,vertical,757.64,319.5,377.93,727.06,323.28,345.67,346,378,2592.0,junction,junction,0.0,1582.0,,,,1,1
8956,disconnected,,boundary,vertical,66.17,406.92,381.83,102.64,407.09,421.36,382,421,3125.0,junction,junction,477.0,1271.0,,,,2,0
8976,disconnected,,interior,vertical,141.42,367.33,343.0,180.44,367.78,382.67,343,383,3233.0,junction,junction,0.0,1973.0,,,,2,0
9616,disconnected,,boundary,vertical,71.08,642.04,386.62,103.55,643.55,421.27,387,421,2760.0,junction,junction,0.0,1684.0,,,,1,1
9709,disconnected,,interior,vertical,454.58,602.25,343.83,420.98,600.63,377.06,344,377,2747.0,junction,junction,0.0,1676.0,,,,1,1
9712,disconnected,,interior,vertical,379.6,639.17,386.5,416.5,641.9,422.1,386,422,2983.0,junction,junction,0.0,1820.0,,,,1,1
9735,disconnected,,interior,vertical,532.75,602.5,423.58,498.88,598.71,388.58,389,424,2839.0,junction,junction,0.0,1732.0,,,,1,1
9826,disconnected,,boundary,flat,142.5,752.75,342.5,104.5,723.14,342.86,342,343,2799.0,junction,junction,0.0,1708.0,,,,1,1
9829,disconnected,,boundary,vertical,69.0,754.0,342.0,67.75,723.69,381.06,342,381,2874.0,junction,junction,0.0,1753.0,,,,1,1
9842,disconnected,,boundary,flat,67.75,723.69,381.06,104.0,753.75,381.0,381,381,2736.0,junction,junction,0.0,1670.0,,,,1,1
9845,disconnected,,boundary,flat,143.0,722.92,381.85,104.0,753.75,381.0,381,382,2889.0,junction,junction,0.0,1763.0,,,,1,1
9850,disconnected,,boundary,vertical,104.0,753.75,381.0,104.0,722.83,421.25,381,421,2949.0,junction,junction,0.0,1799.0,,,,1,1
9854,disconnected,,boundary,flat,220.5,751.75,342.75,181.8,722.2,343.1,343,343,2829.0,junction,junction,0.0,1726.0,,,,1,1
9855,disconnected,,boundary,flat,142.5,752.75,342.5,181.8,722.2,343.1,342,343,2892.0,junction,junction,0.0,1765.0,,,,1,1
9857,disconnected,,boundary,vertical,142.5,752.75,342.5,143.0,722.92,381.85,342,382,2869.0,junction,junction,0.0,1750.0,,,,1,1
9870,disconnected,,boundary,flat,143.0,722.92,381.85,181.75,752.25,382.0,382,382,2823.0,junction,junction,0.0,1723.0,,,,1,1
9873,disconnected,,boundary,flat,220.8,722.5,382.1,181.75,752.25,382.0,382,382,2852.0,junction,junction,48.0,1740.0,,,,1,1
9878,disconnected,,boundary,vertical,181.75,752.25,382.0,182.27,722.55,421.27,382,421,2861.0,junction,junction,0.0,1746.0,,,,1,1
9882,disconnected,,boundary,flat,299.25,752.0,343.5,260.43,722.14,343.29,343,344,2845.0,junction,junction,0.0,1736.0,,,,1,1
9883,disconnected,,boundary,flat,220.5,751.75,342.75,260.43,722.14,343.29,343,343,2888.0,junction,junction,0.0,1762.0,,,,1,1
9885,disconnected,,boundary,vertical,220.5,751.75,342.75,220.8,722.5,382.1,343,382,2849.0,junction,junction,0.0,1738.0,,,,1,1
9898,disconnected,,boundary,flat,220.8,722.5,382.1,259.75,752.5,382.25,382,382,2856.0,junction,junction,0.0,1743.0,,,,1,1
9901,disconnected,,boundary,flat,299.23,722.08,383.0,259.75,752.5,382.25,382,383,2896.0,junction,junction,0.0,1767.0,,,,1,1
9906,disconnected,,boundary,vertical,259.75,752.5,382.25,260.5,722.07,422.14,382,422,2915.0,junction,junction,0.0,1779.0,,,,1,1
9910,disconnected,,boundary,flat,377.25,750.75,343.5,338.27,721.36,343.82,344,344,2836.0,junction,junction,0.0,1731.0,,,,1,1
